Name,Age,Potential,Position,Overall
R. Koolwijk,32,72,LDM,72
B. Parker,32,72,CAM,72
K. Omeruo,24,79,CB,72
G. Letizia,28,72,LB,72
D. Dessoleil,25,75,RCB,72
C. N?rgaard,24,79,CDM,72
Manu Del Moral,34,72,LS,72
A. Cordaz,35,72,GK,72
J. Correa,25,75,RM,72
M. Morishige,31,72,LCB,72
Bruno Tabata,21,81,RW,72
I. Mboyo,31,72,ST,72
P. Kasami,26,73,CAM,72
S. Montoya,26,73,CAM,72
T. Aoyama,32,72,CM,72
Jo?o F‚lix,18,88,LW,72
H. Diallo,23,80,ST,72
Bruno Lamas,24,77,CAM,72
P. Gerkens,23,77,RF,72
G. Di Lorenzo,24,76,RB,72
S. Sam,30,72,LM,72
B. Kayal,30,72,LCM,72
Wellington Nem,26,74,CAM,72
A. Johansson,36,72,CB,72
Jon Bautista,22,78,ST,72
E. Mulder,29,73,GK,72
Isa¡as,31,72,CDM,72
D. Bessa,25,76,CM,72
K. Karaman,24,76,LM,72
A. Malarz,38,72,GK,72
C. Carbonero,27,72,CM,72
Naranjo,23,78,LS,72
J. Ruddy,31,72,GK,72
T. Barnetta,33,72,CAM,72
A. J¢hannsson,27,72,ST,72
M. Murillo,22,80,RB,72
Patric,25,75,RB,72
O. El Hajjam,27,73,RB,72
M. Lehmann,35,72,CDM,72
F. Ceccherini,26,77,CB,72
N. Aguirre,27,72,CM,72
R. Bauer,23,76,RB,72
Ot vinho Vila,34,72,LDM,72
A. Mendy,24,77,ST,72
D. Malen,19,83,LW,72
V. Granat,31,72,CB,72
P. Ar nguiz,21,81,CAM,72
Sandelas J£nior,26,72,LDM,72
O. Hawsawi,34,72,RCB,72
F. Silva,32,72,CM,72
B. Carrasco,27,72,RM,72
J. Schunke,31,72,RCB,72
S. Ujkani,29,72,GK,72
G. Castellani,30,72,LCM,72
L. Jim‚nez,34,72,RW,72
Dener,26,74,CM,72
M. Flekken,25,75,GK,72
Pedro Nuno,23,79,LW,72
D. Kamada,21,79,CF,72
N. Bendtner,30,72,ST,72
Lee Chang Min,24,77,CM,72
Jo?o Pedro,21,81,RB,72
M. Bakakis,27,73,RB,72
Zeng Cheng,31,72,GK,72
M. James,26,72,CM,72
G. Vural,30,72,LB,72
M. P‚rez,27,72,ST,72
T. Chery,30,72,CAM,72
D. Mili?evi?,32,72,CAM,72
G. McAuley,38,72,CB,72
M. Barrow,25,73,LW,72
A. Scholz,25,76,CB,72
Timo Triano,34,72,LDM,72
A. Elmohamady,30,72,RB,72
Lucas Piazon,24,77,RW,72
C. Baeza,24,78,CM,72
Kim Min Jae,21,79,CB,72
F bio Pacheco,30,72,CDM,72
A. Maher,24,75,LCM,72
J. Akpa Akpro,25,75,RCM,72
M. Frey,23,78,ST,72
S. Vittor,29,73,RCB,72
Romarinho,27,72,ST,72
B. Srarfi,21,80,RW,72
D. Khocholava,25,75,CB,72
C. Puggioni,37,72,GK,72
T. Necid,28,72,ST,72
T. Lees,27,73,RCB,72
L. Castro,29,72,LS,72
P. Ciss‚,22,82,RCB,72
Pimentiscinho,30,72,LDM,72
E. Stevens,27,72,LWB,72
Aitor,27,75,GK,72
I. Hayden,23,79,CDM,72
R. Strieder,25,75,CDM,72
R. Noir,31,72,LM,72
Juankar,28,72,LB,72
Brandon Thomas,23,79,ST,72
J. Bijlow,20,82,GK,72
H. Wilson,21,84,RW,72
A. Gonz lez,24,77,RW,72
C. Jean,22,77,RM,72
T. Adams,19,84,RCM,72
O. Zahustel,27,73,RB,72
Casades£s,33,72,ST,72
T. Moulin,28,73,CDM,72
D. Riascos,32,72,ST,72
B. Osborn,23,78,LM,72
Vieiraldo Junior,26,72,LDM,72
P. Billing,22,83,LCM,72
E. Ponce,21,80,ST,72
Enzo Merques,34,72,LB,72
R“mulo Calsede,30,72,ST,72
Marlion Sim?es,26,72,LB,72
Jota,27,72,RM,72
Pedro Tiba,29,72,LDM,72
M. Torsiglieri,30,72,LCB,72
D. Maietta,35,72,LCB,72
E. ™zgen‡,33,72,RB,72
D. Buitrago,27,73,LAM,72
C. Peralta,28,72,ST,72
A. Walke,35,72,GK,72
R. Thelander,26,72,CB,72
E. Unsain,23,79,GK,72
Jorge Pombo,24,79,RS,72
Porphirinho,30,72,LDM,72
L. Cabrera,26,75,LCB,72
G. N£¤ez,30,72,LM,72
E. Berggreen,25,76,ST,72
E. Lamanna,28,74,GK,72
K. Kusk,26,72,RM,72
R. Espinoza,31,72,RCM,72
J. Bahebeck,25,75,ST,72
C. Marshall,33,72,LCB,72
Z. Ferhat,25,75,RM,72
M. Pack,27,73,LCM,72
P. Lasogga,26,75,ST,72
D. Verde,22,82,LW,72
Alessinito,34,72,RDM,72
J. Nsame,25,77,ST,72
A. Fransson,24,77,RCM,72
J. Babin,31,72,LCB,72
L. Su rez,22,80,RM,72
R. Shotton,29,72,RB,72
Rafa Soares,23,80,LB,72
J. Galv n,26,75,CB,72
V. Belec,28,74,GK,72
T. Lawrence,24,78,LM,72
M. Sobottka,24,78,CDM,72
A. Far¡as,30,72,RCM,72
F. Gaibor,26,73,RDM,72
Rafael Le?o,19,86,ST,72
Fernandinho,32,72,LM,72
P. Crouch,37,72,ST,72
S. Adegbenro,22,80,LW,72
E. Mart¡nez,25,77,GK,72
Roberto Torres,29,72,CAM,72
N. De la Cruz,21,79,CAM,72
R£ben Micael,31,72,CM,72
S. Koroki,31,72,LS,72
C. Medjani,33,72,RDM,72
M. Makola,32,72,LCM,72
D. Sinkgraven,22,75,LB,72
F. Romagna,21,86,RCB,72
Kiko Olivas,29,72,RCB,72
I. Balliu,26,74,RB,72
T. Pledl,24,75,RM,72
Leordinho Paes,30,72,LAM,72
A. Tuanzebe,20,83,RCB,72
R. Wolf,30,72,GK,72
L. Abecasis,28,72,RB,72
P. Kunde Malong,22,79,CDM,72
Y. Orozco,27,72,LW,72
A. Bouzat,24,78,RW,72
L. Mothiba,22,81,ST,72
A. Rojas,32,72,LDM,72
R. Walter,23,78,CM,72
S. Gakp‚,31,72,RM,72
Joselu,27,73,ST,72
Angulo,34,72,LS,72
Ricardo Valente,27,72,LM,72
M. Kean,18,87,ST,72
S. Dioudis,25,75,GK,72
S. Pellissier,39,72,ST,72
B. Afobe,25,76,ST,72
C. Gytkj‘r,28,72,ST,72
Kim Jin Su,26,73,LB,72
A. Cerri,22,80,ST,72
F. Hbner,27,74,LCB,72
R. Strebinger,25,76,GK,72
A. €al?k,24,77,CB,72
J. Ledley,31,72,CDM,72
A. Mobara,24,77,RB,72
V. G?man,29,72,RCB,72
Hao Junmin,31,72,LCM,72
L. Aued,31,72,LCM,72
C. Molinaro,34,72,LB,72
S. Medina,26,74,RWB,72
K. Diks,21,79,RB,72
A. Byk,30,72,LM,72
Guiti n,27,74,CB,72
C. Christie,25,75,RCM,72
R. ?ulj,26,74,CF,72
Jo?o Afonso,28,72,CB,72
S. Decarli,26,75,CB,72
R. McCormack,31,72,LS,72
B. Trawally,23,78,LS,72
R. Danz‚,31,72,RB,72
Hwang Hee Chan,22,82,ST,72
S. Coopman,23,77,CAM,72
S. Perica,22,77,ST,72
A. Mena,30,72,RW,72
Rub‚n Garc¡a,24,77,LM,72
Jairinhazo,30,72,RAM,72
Diogo Dalot,19,84,RB,72
Pedro S nchez,31,72,RM,72
P. Arajuuri,30,72,RCB,72
?lex Fern ndez,25,77,CAM,72
Jess‚ Ledeiro,30,72,CAM,72
T. Torun,28,72,CAM,72
J. Windass,24,78,CAM,72
T. Romanczuk,26,74,LDM,72
K. Pedersen,23,77,LB,72
L. Carole,27,73,LWB,72
F. Al Muwallad,23,77,LM,72
S. van de Streek,25,74,CAM,72
Renato Santos,26,72,RM,72
?ngel Rangel,35,72,RB,72
L. Reyes,27,73,LB,72
K. Letica,21,80,GK,72
C. Brunt,33,72,CM,72
I. Mbenza,22,80,ST,72
A. Castro,23,78,LM,72
O. Nyland,27,74,GK,72
M. Iori,36,72,CM,72
D. Pavelka,27,75,LCM,72
R. Keogh,31,72,RCB,72
Adri n Burnab?o,34,72,LAM,72
F. Sammaritano,32,72,LM,72
J. Fern ndez,30,72,LM,72
Munir,29,73,GK,72
J. Nieto,25,77,RCM,72
Carlos Fern ndez,22,82,LS,72
S. Mosquera,23,80,LM,72
J. Pereira,31,72,RCB,72
Jorge Carvallinho,34,72,RCB,72
R. ?ezn¡k,29,72,RCB,72
Y. Mulumbu,31,72,CDM,72
A. Esswein,28,72,RM,72
L. Boy‚,22,81,LM,72
J. van Overeem,24,75,CDM,72
M. Mahi,24,76,ST,72
D. Henderson,21,83,GK,72
I. Lewczuk,33,72,CB,72
F. Kroos,27,75,LCM,72
F. Quignon,25,77,LCM,72
D. N'Dinga,30,72,CDM,72
Welinton,29,72,CB,72
L. Jim‚nez,29,72,LCB,72
N. Mushekwi,30,72,ST,72
J. Jugas,26,76,CB,72
Claiton,33,72,LCB,72
G. Zusi,31,72,RB,72
J. Mauri,22,79,CM,72
L. Sigali,31,72,RCB,72
I. Seck,28,72,CDM,72
D. Gonzo,22,78,RM,72
Su Boyang,29,73,GK,72
L. Caldirola,27,72,CB,72
G. Hauche,31,72,LM,72
B. Hrgota,25,75,ST,72
D. Morales,31,72,CAM,72
M. Milligan,32,72,LCB,72
D. ?op,28,72,ST,72
A. Andrade,29,72,LCM,72
F. Ricci,24,75,LW,72
A. ™mr,19,79,RM,72
M. Erdin‡,31,72,ST,72
D. Zabala,26,72,RM,72
R. Canouse,23,80,RDM,72
A. Hoffmann,25,76,CB,72
J. Mattheij,25,75,RCB,72
M. Sprocati,24,75,LW,72
J. Torres Nilo,30,72,LCB,72
D. Kombarov,31,72,LB,72
R. M‚tanire,28,72,RB,72
Jo?o Schmidt,25,76,LCM,72
H. Palacios,25,77,RB,72
Gao Lin,32,72,ST,72
A. Gerndt,31,72,LS,72
H. Band‚,19,84,LW,72
E. Jakupovi?,33,72,GK,72
L. Ardente,36,72,GK,72
S. Ko‡,29,72,RM,72
E. Andersen,25,73,LM,72
E. Ins£a,27,73,LB,72
Simy,26,75,ST,72
G. Angella,29,72,CB,72
Felipe,27,72,RCM,72
J. Correa,25,75,ST,72
F. Coloccini,36,72,CB,72
S. Frei,32,72,GK,72
F. Ceravolo,31,72,ST,72
F. Eboa Eboa,21,79,CB,72
A. Abedzadeh,25,77,GK,72
S. Gustafson,23,77,RCM,72
A. Tello,21,82,RCM,72
O. Hurmac?,31,72,LM,72
R. Guti‚rrez,35,72,ST,72
N. Murru,23,77,LB,72
W. Zimmerman,25,76,LCB,72
G. Lanaro,32,72,RCB,72
I. Canuto,32,72,RCB,72
S. Nakamura,40,72,CAM,72
Vasco Fernandes,31,72,LCB,72
Lu¡s Leal,31,72,ST,72
M. Gonz lez,37,72,LM,72
J. Barreiro,24,80,CB,72
Clayton Fildeiras,34,72,RAM,72
N. Mazraoui,20,80,RB,72
Bruno Uvini,27,73,RCB,72
R. Sigurj¢nsson,28,72,CM,72
P. Arriola,23,77,RM,72
E. Buend¡a,21,79,RM,72
G. Gillet,34,72,CDM,72
B. M‚ndez,18,82,RCB,72
A. Brise¤o,24,77,RCB,72
S. S ez,33,72,ST,72
F. Zuqui,26,73,RM,72
R. Lamah,30,72,LM,72
Paulao Junqueiras,30,72,ST,72
G. Escobar,21,80,LB,72
S. ?urkowski,20,83,LCM,72
Diego ?ngelo,32,72,LCB,72
M. Johansson,26,75,RB,72
O. John,26,72,LM,72
Filipe Augusto,24,79,CDM,72
F. L‚rtora,27,73,CDM,72
A. Barboza,23,77,LCB,72
T. Savanier,26,75,LCM,72
Daniel Guimar?es,31,72,GK,72
E. Ofori,23,78,CM,72
E. Karaca,28,72,RM,72
D. Di Gennaro,30,72,CM,72
B. Ketkeophomphone,28,72,RM,72
A. Henr¡quez,24,75,ST,72
F. Angileri,24,79,LB,72
A. Matri,33,72,ST,72
D. Banguero,28,72,LB,72
Nilsito Vilela,30,72,ST,72
Canella,30,72,LB,72
M. P‚rez Garc¡a,33,72,LM,72
A. Khubulov,27,72,RM,72
A. Costa,32,72,RCB,72
A. Morales,28,72,CM,72
S. Longo,26,74,ST,72
L. H”ler,23,75,ST,72
Torrej¢n,32,72,CB,72
Rogerinho,31,72,CAM,72
Zhang Xizhe,27,72,RF,72
V¡tor Gomes,30,72,RCM,72
R. van La Parra,27,72,LM,72
V. Le Goff,28,72,LB,72
Albentosa,29,72,CB,72
S. Khaoui,23,76,CAM,72
H. Goitom,33,72,LS,72
T. Howard,39,72,GK,72
C. Obasi,32,72,ST,72
G. Fofana,25,77,CDM,72
L. Andersen,23,78,LS,72
D. Linsmayer,26,74,RDM,72
M. Goicoechea,30,72,GK,72
Dankler,26,74,RCB,72
J. Arango,27,73,LS,72
C. Chimino,30,72,RB,72
A. Traor‚,23,77,CM,72
S. Viera,35,72,GK,72
L. Montes,32,72,CAM,72
J. Garro,25,73,LM,72
A. Warda,24,75,RM,72
Varela,33,72,LM,72
M. Cuisance,18,85,CM,72
J. Mercier,38,72,RDM,72
E. Hallfre?sson,34,72,LCM,72
T. Su?i?,26,74,LCM,72
E. Gnahor‚,24,77,LDM,72
N. Bertolo,32,72,LM,72
K. Nordfeldt,29,74,GK,72
R. Varga,28,72,RW,72
S. Yago,25,77,RB,72
Hugo Rubi?es,34,72,CDM,72
J. Okore,25,76,RCB,72
Y. Bammou,26,73,ST,72
B. Caicedo,26,75,LB,72
A. Silbeira,22,72,GK,72
N. Powell,24,76,CAM,72
O. Alan¡s,29,72,CB,72
Carleto Costinha,26,72,RCM,72
R. Williams,29,72,LCB,72
G. Charbonnier,29,72,ST,72
J. Egan,25,77,CB,72
L. Olaza,23,78,LB,72
M. Kosanovi?,28,73,CB,72
F. Cerro,30,72,CM,72
S. Naismith,31,72,CAM,72
Mauro Riboas,26,72,RAM,72
Rafael Lopes,26,73,ST,72
David Garc¡a,36,72,RCB,72
A. Mosquera,28,74,CB,72
O. Idrissi,22,79,LW,72
Yu Hanchao,31,72,LM,72
Hong Jeong Ho,28,72,RCB,72
M. Schmiedebach,29,72,CDM,72
S. Badji,28,72,RDM,72
R. G¢mez,25,75,LM,72
D. Limnios,20,80,RM,72
Ren‚,34,72,GK,72
S. Scuffet,22,82,GK,72
J. Rinne,25,77,GK,72
L. Agbenyenu,21,80,LB,72
Marc?o,24,77,ST,72
J. Sala,26,73,RB,72
A. Bamba,28,72,RWB,72
R. Quioto,26,72,LM,72
Santi da Bruma,34,72,ST,72
Y. En-Nesyri,21,78,LS,72
S. Jung,28,72,RB,72
R. Matos,25,75,RW,72
Thiago Alminxa,26,72,ST,72
J. Lucumi,23,80,LM,72
T. Chevalier,31,72,LS,72
S. Polter,27,73,ST,72
M. M?ller D‘hli,23,77,LM,72
O. Boumal,28,72,RM,72
K. Boyd,34,72,ST,72
Douglas,27,72,RB,72
M. Malyshev,25,78,CDM,72
M. Zaracho,20,85,RM,72
M. Shaparenko,19,85,CAM,72
J. Boye,31,72,LCB,72
V. Regini,27,72,LB,72
H. Mart¡n,25,75,ST,72
C. Galano,27,72,RS,72
Cristian Lodeira,26,72,ST,72
Josu‚ S ,26,76,CB,72
L. Menossi,24,76,RDM,72
Adri n Mar¡n,21,81,LB,72
Ale¤ ,20,85,CM,72
D. Maresic,18,84,LCB,72
O. Lewicki,25,75,LCM,72
P. Bernardoni,21,82,GK,72
Walter Silvieiro,26,72,ST,72
M. Waghorn,28,72,ST,72
D. ?lvarez,23,77,RM,72
M. Castagnetti,28,72,CM,72
A. Davies,17,87,RM,72
L. Mabiala,30,72,RCB,72
Y. Abdelhamid,30,72,LCB,72
P. Rubio,29,72,ST,72
C. Strandberg,22,78,ST,72
A. Shabanov,26,77,CB,72
G. Brugman,25,74,CM,72
Josu‚ da Feira,26,72,ST,72
C. Pinsoglio,28,72,GK,72
W. Foderingham,27,75,GK,72
D. Arias,33,72,CDM,72
D. Bouanga,23,77,LM,72
M. Olunga,24,79,ST,72
Murilo,23,78,RM,72
T. Trybull,25,74,CDM,72
I. Kiese Thelin,26,74,ST,72
T. Cardona,22,78,LCB,72
C. Fassnacht,24,75,RM,72
Y. Ouattara,34,72,RW,72
Quique,28,72,RS,72
M. Gnok,29,73,GK,72
T. Kalas,25,76,LCB,72
A. Brian‡on,23,76,RCB,72
S. Abdullahi,25,75,CB,72
L. ?tetina,26,74,CB,72
K. Kerschbaumer,26,73,RDM,72
J. Tallo,25,76,ST,72
P. D¡az,23,79,LCB,72
C. Gruezo,23,79,CDM,72
P. Gallese,28,73,GK,72
J. Morrison,32,72,LCM,72
J. Foyth,20,85,CB,72
D. Villalva,25,73,RW,72
B. Acosta,24,76,LM,72
R. Vargas,31,72,CAM,72
M. Ducksch,24,76,ST,72
N. Asare,31,72,LB,72
J. Gressel,24,78,RM,72
T. Oar,26,72,LM,72
Fernando Bob,30,72,RDM,72
C. Bernardi,28,72,RM,72
H. Dalsgaard,28,72,RB,72
G. Barry,37,72,CDM,72
J. Bottinelli,33,72,LCB,72
D. Dibusz,27,73,GK,72
I. Diomand‚,25,77,CDM,72
Y. Al Shahrani,26,74,LB,72
N. Boilesen,26,74,LB,72
S. Ben Youssef,29,73,LCB,72
G. Sara,30,72,GK,72
J. Otero,23,79,RM,72
A. Biyogo Poko,25,76,RDM,72
L. Castellanos,34,72,GK,72
N. Mara?,22,80,RCB,72
T. Letschert,25,75,RCB,72
F. Fontanini,28,73,LCB,72
A. Hru?ka,32,72,GK,72
Martos,34,72,LCB,72
J. Jeanvier,25,76,CB,72
J. Tagueu,24,75,ST,72
C. Terzi,34,72,RCB,72
I. Piris,29,72,RB,72
S. Moreira,23,78,RB,72
Aketxe,24,78,CAM,72
S. Rieks,31,72,LWB,72
F. Moubandje,28,72,LB,72
P. Ankersen,27,72,RB,72
C. Falletti,25,75,RF,72
Allano,23,80,RM,72
J. Mor vek,28,72,CM,72
C. Ria¤o,29,72,ST,72
Aythami Artiles,32,72,LCB,72
J. Risdon,25,75,RB,72
E. Alioski,26,73,LM,72
C. Robinson,23,80,LM,72
S. Bastien,21,81,CAM,72
Jo?o Talocha,28,72,LB,72
J. Pollersbeck,23,79,GK,72
M. Abeid,25,74,CDM,72
M. Rzatkowski,28,72,CM,72
Marc?o,22,78,LCB,72
?lvaro,27,73,ST,72
B. Perlaza,26,75,RDM,72
R. Sallai,21,80,LW,72
B. Kamara,18,88,CB,72
T. Beugelsdijk,27,72,CB,72
G. Gim‚nez,26,73,RCM,72
K. Lafferty,30,72,ST,72
L. D¡az,21,83,LM,72
L. Benito,26,75,LB,72
Ra£l Lizoain,27,74,GK,72
L. Reyes,27,73,CDM,72
P. Bardsley,33,72,RB,72
Jonas Damasto,34,72,LB,72
P. Da Silva,38,72,RCB,72
M. Rodr¡guez,23,78,LM,72
J. Hugill,26,75,ST,72
Thiago Cionek,32,72,RCB,72
A. Struna,27,73,RCB,72
R. Salinas,30,72,RB,72
Salva Sevilla,34,72,LCM,72
Y. Bissouma,21,82,CM,72
M. Rohd‚n,27,72,CM,72
M. Demir,26,74,ST,72
D. Lezcano,28,72,ST,72
J. Puncheon,32,72,CM,72
M. Abarhoun,29,72,RCB,72
W. Owusu,28,72,ST,72
R£ben Fernandes,32,72,LCB,72
E. L¢pez,23,76,CAM,72
O. Rivero,26,75,ST,72
Joshuando S ,34,72,LB,72
L. Mart¡nez,20,80,RCB,72
O. ?i?mano?lu,28,72,ST,72
A. Zald¡var,24,77,ST,72
D. Guzman,28,73,CM,72
J. Jones,23,77,LM,72
J. Gemez,26,73,CM,72
Jeff Meirson,26,72,LB,72
Camacho,24,78,LW,72
Nuno da Costa,27,73,ST,72
T. Zengin,34,72,GK,72
B. Jeannot,26,74,ST,72
M. Oikonomou,25,76,RCB,72
P. Stojanovi?,22,78,RB,72
B. Sarmiento,28,72,CAM,72
J. Hamad,27,72,LM,72
A. Al Habsi,36,72,GK,72
L. Miranda,24,78,CDM,72
R. Holzhauser,25,76,CDM,72
Dani Gim‚nez,34,72,GK,72
Maycon,20,84,CAM,72
H. Kiyotake,28,72,RM,72
D. Maroh,31,72,LCB,72
E. ?en,29,72,CDM,72
K. Onisiwo,26,72,RM,72
S. Jukler?d,24,77,LB,72
P. Stenzel,22,77,RB,72
M. Camara,21,82,LDM,72
Douglas,30,72,LS,72
D. Le Tallec,28,73,LCM,72
R. Gosens,23,77,LM,72
R. Bobadilla,31,72,ST,72
K. Wolze,28,72,LB,72
C. Basham,29,72,RCB,72
J. Cabot,24,78,RW,72
Gon‡alo Silva,27,74,LCB,72
C. Arboleda,32,72,RB,72
G. Lajud,24,76,GK,72
Unai Sim¢n,21,82,GK,72
C. Knasmllner,26,75,CAM,72
L. Lollo,31,72,CB,72
A. Mili?,24,77,LB,72
Ronaldo Vieira,19,81,CDM,72
S. Bahoken,26,75,ST,72
Ontiveros,20,82,RM,72
N. H”fler,28,72,CDM,72
K. Acosta,22,80,CM,72
Kwoun Sun Tae,33,72,GK,72
A. €amdal?,34,72,RDM,72
B. Linssen,27,72,LW,72
M. Trotta,25,74,ST,72
J. Dezi,26,74,CM,72
Choi Chul Soon,31,72,LB,72
Danilo,26,73,LB,72
J. Savarino,21,82,RW,72
M. Zeman,29,72,LM,72
N. Baker,27,74,CB,72
M. Saymak,25,76,CAM,72
Yeom Ki Hun,35,72,ST,72
J. Murphy,28,72,LW,72
E. Prib,28,72,LM,72
L. Phiri,23,78,CM,72
Jubal,24,76,CB,72
A. Cubas,22,79,RCM,72
Luismi,26,77,CDM,72
A. Adnan,24,75,LM,72
Diogo Gon‡alves,21,81,LW,72
Rui Fonte,28,72,ST,72
J. Bennett,28,72,LB,72
S. Ortega,25,76,GK,72
B. Bia?kowski,30,72,GK,72
Ricardo Ryller,24,77,CM,72
J. B”rner,27,72,RCB,72
Fran M‚rida,28,73,CDM,72
Tito,32,72,RB,72
S. Sensi,22,77,CDM,72
A. Weimann,26,72,RS,72
Fernando Canes¡n,26,74,RAM,72
I. Runje,27,72,RCB,72
Vigaray,23,78,RB,72
P. Olayinka,22,79,LM,72
R. Delgado,28,72,LB,72
J. Wiland,37,72,GK,72
V. Figueroa,34,72,LM,72
Chiquinho,22,78,LCM,72
C. Trimmel,31,72,RB,72
S. Lletget,25,74,RCM,72
C. Jullien,25,76,LCB,72
O. Alderete,21,82,CB,72
A. Saelemaekers,19,84,RB,72
M. Vran?i?,29,72,CM,72
J. Uronen,23,77,LB,72
K. Schindler,24,75,RS,72
Sin Jin Ho,29,72,LCM,72
L. Harasl¡n,22,80,LM,72
A. Fiola,28,72,RB,72
X. Schlager,20,83,LCM,72
N. Jelavi?,32,72,RS,72
T. Ben Haim,28,72,LM,72
Clinton Mata,25,73,RM,72
S. Hutchinson,28,72,CDM,72
J. Russell,28,72,RW,72
S. U‡an,24,77,CM,72
Renato Neto,26,73,CM,72
J. Meram,29,72,LM,72
Jorge Miram¢n,29,72,RB,72
A. Murgia,21,78,CM,72
I. ?vila,27,72,ST,72
T. Kaminski,25,75,GK,72
K. Zohore,24,77,ST,72
L. Ceppitelli,28,73,LCB,72
Nuno Coelho,30,72,CDM,72
C. Mulgrew,32,72,CB,72
D. Dwyer,27,72,ST,72
J. Carrizo,34,72,GK,72
F. Peluso,34,72,LB,72
M. van der Werff,29,72,RCB,72
M. Piedrahita,33,72,RB,72
V. Ayala,30,72,CM,72
R. Alvarado,19,79,CAM,72
D. Rossi,20,83,LW,72
F. Pisacane,32,72,CB,72
U. ?osi?,25,76,CB,72
Seb ,26,73,LW,72
D. Peralta,33,72,RCB,72
R. Koch,21,80,LDM,72
A. Ghazal,26,75,CDM,72
A. Federici,33,72,GK,72
David Sim¢n,28,72,RB,72
M. Or?i?,25,74,LM,72
Alexandre Frandeira,30,72,LCB,72
A. Tettey,32,72,RDM,72
G. Hanley,26,74,CB,72
Cristian Herrera,27,73,LS,72
R. Green,38,72,GK,72
Gelson Dala,21,82,ST,72
M. Higashiguchi,32,72,GK,72
Jorge Teixeira,31,72,CB,72
R. Woods,24,77,CDM,72
S. Martinsson Ngouali,26,74,LCM,72
W. ?ngel,25,78,LCB,72
D. Villalpando,26,73,CAM,72
M. ?itum,26,73,LM,72
T. Carroll,26,74,CM,72
R. Elliot,32,72,GK,72
Sergio S nchez,32,72,RCB,72
I. Cofie,26,73,RDM,72
S. Byram,24,75,RB,72
M. Cauteruccio,31,72,ST,72
K. Molino,28,72,CAM,72
L. Ariaudo,29,72,CB,72
P. Klingmann,30,72,RB,72
M. Thuram,20,80,LM,72
Y. Cahuzac,33,72,LDM,72
Elustondo,31,72,CM,72
S. Downing,33,72,RW,72
L. Immers,32,72,RCM,72
C. Men‚ndez,30,72,ST,72
V gner Corraldo,30,72,LB,72
Luso,33,72,LCB,72
C. Mavinga,27,73,LCB,72
F. Melchiorri,31,72,LS,72
T. Doumbia,28,72,CDM,72
A. Trondsen,23,80,LCM,71
Sivera,21,78,GK,71
Allison Sireo,30,71,RCB,71
Z. Stieber,29,71,RM,71
S. Berahino,24,76,LW,71
O. Sk£lason,35,71,CDM,71
L. Koutris,22,78,LB,71
M. Pektemek,29,71,CF,71
R. Schller,27,71,CDM,71
Sergio Herrera,25,73,GK,71
E. Kawashima,35,71,GK,71
L. Memushaj,31,71,LCM,71
E. Fernandes,22,79,RM,71
M. Valenzuela,19,81,LB,71
H. Lansbury,27,71,CM,71
A. Gunn,22,83,GK,71
A. Kamara,23,76,ST,71
R. Riou,30,71,GK,71
Jung Sung Ryong,33,71,GK,71
A. Caracciolo,28,71,RCB,71
Ewandro,22,80,RM,71
G. Holtmann,23,78,LM,71
Erik Mor n,27,73,CDM,71
Tobias Figueiredo,24,75,RCB,71
I. Rossi,24,77,LCM,71
Miltisco Paulino,30,71,LCB,71
P. Brlek,24,76,CM,71
G. Bettini,25,74,RB,71
R. Kent,21,82,LW,71
Jordi Calavera,22,77,RB,71
M. Le?kovi?,27,73,CB,71
G. Friend,30,71,LB,71
S. Aydo?du,27,71,CM,71
S. Gashi,29,71,RS,71
O. Deschacht,37,71,LCB,71
E. Cecchini,23,80,CDM,71
T. Knipping,25,74,CB,71
H. Yamaguchi,27,72,RCM,71
V. Aguilera,29,71,LCB,71
J. Cavalli,36,71,CAM,71
L. Pasciuti,28,71,LM,71
M. Makuszewski,28,71,RM,71
L. Albertengo,27,72,ST,71
Serginho,31,71,CDM,71
F. Schnellhardt,24,78,CM,71
M. Pavone,36,71,ST,71
T. Goiginger,25,74,RW,71
K. Beckerman,36,71,RCM,71
Luis Garc¡a,37,71,RCM,71
Lyanco,21,80,CB,71
A. Luci,33,71,CM,71
Luca Sangalli,23,79,RM,71
S. Ameobi,26,72,CAM,71
J. Price,25,74,CDM,71
Go Yo Han,30,71,RM,71
O. Hawsawi,32,71,CB,71
Jaime Romero,27,71,RM,71
S. Grippo,29,71,CB,71
F. Chalov,20,83,RS,71
L. Siligardi,30,71,RW,71
D. Appiah,26,72,RB,71
S. Silva,37,71,RS,71
J. Paterson,26,72,LM,71
T. Barkhuizen,24,74,RM,71
I. Bangoura,33,71,ST,71
S. Memi?evi?,24,74,LDM,71
F. Tabanou,29,71,LB,71
T. Hoogland,33,71,LCB,71
G. Pezzella,20,83,LB,71
D. Kolovetsios,26,74,RCB,71
Enric Gallego,31,71,RS,71
J. Garner,30,71,ST,71
K. Bonifazi,22,79,CB,71
Souza,30,71,LCM,71
J. Ad‚oti,29,71,LDM,71
R. Caroca,28,71,LDM,71
D. Rosero Valencia,24,78,RCB,71
M. Jonji?,27,73,RCB,71
A. Tarek,26,74,CB,71
O. Fink,36,71,CM,71
F. Macheda,26,72,ST,71
M. Duffy,32,71,CAM,71
Y. Chibsah,25,74,RCM,71
T. Schtz,30,71,LDM,71
Rodrigo Bec?o,22,80,RCB,71
M. Loum,21,79,CDM,71
D. Fletcher,34,71,CM,71
